There were 22762 Peaks found from m/z=   168.97    to m/z=   914.56.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEGATIVE ION MODE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noise threshold: 0.011372        Peak threshold: 0.016245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration parameters: A = 144218504.692816 , B = -434117778.324974 and Trap Plate Voltage = -1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Center of Mass for the Assigned Window is   497.6126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 There were ,11328 odd peaks, and ,11434 even peaks,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peak Number,Mass,Rel. Abundance,RP,Kendrick Mass,Nom. Mass,Odd/Even,Nom. Z,KMD,Series Fit,DBE,Group,,Molecular Formula,,,,,,,,,,,,,,,,,
182,488.42613,7.83,829310.42,487.8808,488,1,-2,119,6,9,,N1 ,,C,35,H,54,N,1,,,,,,,,,,,
183,502.44179,6.5368,802160.84,501.8808,502,1,-2,119,6,9,,N1 ,,C,36,H,56,N,1,,,,,,,,,,,
184,516.45744,6.6366,785525.13,515.8808,516,1,-2,119,6,9,,N1 ,,C,37,H,58,N,1,,,,,,,,,,,
185,530.4731,4.9882,758148.48,529.8808,530,1,-2,119,6,9,,N1 ,,C,38,H,60,N,1,,,,,,,,,,,
186,544.48875,4.692,734056.43,543.8808,544,1,-2,119,6,9,,N1 ,,C,39,H,62,N,1,,,,,,,,,,,
187,558.50442,3.9826,717553.44,557.8808,558,1,-2,119,6,9,,N1 ,,C,40,H,64,N,1,,,,,,,,,,,
188,572.52009,3.3545,703251.04,571.8808,572,1,-2,119,6,9,,N1 ,,C,41,H,66,N,1,,,,,,,,,,,
189,586.53574,2.9946,692020,585.8808,586,1,-2,119,6,9,,N1 ,,C,42,H,68,N,1,,,,,,,,,,,
190,600.55141,2.6781,679768.14,599.8809,600,1,-2,119,6,9,,N1 ,,C,43,H,70,N,1,,,,,,,,,,,
191,614.56704,2.3566,660307.09,613.8808,614,1,-2,119,6,9,,N1 ,,C,44,H,72,N,1,,,,,,,,,,,
192,628.5827,1.9096,641859.8,627.8809,628,1,-2,119,6,9,,N1 ,,C,45,H,74,N,1,,,,,,,,,,,
193,642.59837,1.5047,618781.34,641.8809,642,1,-2,119,6,9,,N1 ,,C,46,H,76,N,1,,,,,,,,,,,
194,656.61402,1.5721,612341.6,655.8809,656,1,-2,119,6,9,,N1 ,,C,47,H,78,N,1,,,,,,,,,,,
195,670.62967,1.4084,607568.12,669.8809,670,1,-2,119,6,9,,N1 ,,C,48,H,80,N,1,,,,,,,,,,,
196,684.64533,1.1158,585517.33,683.8809,684,1,-2,119,6,9,,N1 ,,C,49,H,82,N,1,,,,,,,,,,,
197,698.66097,0.8678,564578.87,697.8809,698,1,-2,119,6,9,,N1 ,,C,50,H,84,N,1,,,,,,,,,,,
198,712.67664,0.814,557310.01,711.8809,712,1,-2,119,6,9,,N1 ,,C,51,H,86,N,1,,,,,,,,,,,
199,726.69227,0.8291,548345.73,725.8809,726,1,-2,119,6,9,,N1 ,,C,52,H,88,N,1,,,,,,,,,,,
200,740.70795,0.7869,544494.23,739.8809,740,1,-2,119,6,9,,N1 ,,C,53,H,90,N,1,,,,,,,,,,,
201,754.72358,0.7042,537181.29,753.8809,754,1,-2,119,6,9,,N1 ,,C,54,H,92,N,1,,,,,,,,,,,
202,768.73924,0.588,524404.66,767.8809,768,1,-2,119,6,9,,N1 ,,C,55,H,94,N,1,,,,,,,,,,,
203,782.75488,0.4927,501842.85,781.8809,782,1,-2,119,6,9,,N1 ,,C,56,H,96,N,1,,,,,,,,,,,
204,796.77053,0.4621,505879.88,795.8809,796,1,-2,119,6,9,,N1 ,,C,57,H,98,N,1,,,,,,,,,,,
205,810.78616,0.3931,489028.94,809.8809,810,1,-2,119,6,9,,N1 ,,C,58,H,100,N,1,,,,,,,,,,,
206,824.80179,0.3033,474886.49,823.8809,824,1,-2,119,6,9,,N1 ,,C,59,H,102,N,1,,,,,,,,,,,
207,838.81746,0.2188,473953.16,837.8809,838,1,-2,119,6,9,,N1 ,,C,60,H,104,N,1,,,,,,,,,,,
208,852.8331,0.2027,472623.17,851.8809,852,1,-2,119,6,9,,N1 ,,C,61,H,106,N,1,,,,,,,,,,,
209,866.84873,0.149,455972.66,865.8809,866,1,-2,119,6,9,,N1 ,,C,62,H,108,N,1,,,,,,,,,,,
210,880.86436,0.1626,429624.74,879.8808,880,1,-2,119,6,9,,N1 ,,C,63,H,110,N,1,,,,,,,,,,,
211,894.88006,0.1681,483320.65,893.8809,894,1,-2,119,6,9,,N1 ,,C,64,H,112,N,1,,,,,,,,,,,
212,908.89562,0.124,423560.02,907.8808,908,1,-2,119,6,9,,N1 ,,C,65,H,114,N,1,,,,,,,,,,,
213,388.3009,17.8771,1048713.3,387.8673,388,1,-4,133,7,10,,N1 ,,C,28,H,38,N,1,,,,,,,,,,,
214,382.25395,17.7469,1059387.94,381.8271,382,1,-10,173,8,13,,N1 ,,C,28,H,32,N,1,,,,,,,,,,,
215,466.26167,8.9624,832745.76,465.7411,466,1,-10,259,9,0,,,No Hit,,,,,,,,,,,,,,,,,
216,480.27731,16.7724,821925.43,479.7411,480,1,-10,259,9,0,,,No Hit,,,,,,,,,,,,,,,,,
217,508.30865,7.7741,793052.34,507.7411,508,1,-10,259,9,0,,,No Hit,,,,,,,,,,,,,,,,,
218,522.32431,2.5771,752491.1,521.7411,522,1,-10,259,9,0,,,No Hit,,,,,,,,,,,,,,,,,
219,390.31655,16.5738,1041399.11,389.8807,390,1,-2,119,10,9,,N1 ,,C,28,H,40,N,1,,,,,,,,,,,
220,292.15969,15.8807,1382238.65,291.8335,292,1,-2,166,11,0,,,No Hit,,,,,,,,,,,,,,,,,
221,670.58223,0.0545,112663.2,669.8335,670,1,-2,166,11,0,,,No Hit,,,,,,,,,,,,,,,,,
222,268.11319,0.0738,1417187.29,267.8138,268,1,-12,186,12,14,,N1 ,,C,20,H,14,N,1,,,,,,,,,,,
223,282.12883,0.2891,1410118.44,281.8138,282,1,-12,186,12,14,,N1 ,,C,21,H,16,N,1,,,,,,,,,,,
224,296.14447,0.7793,1367471.81,295.8138,296,1,-12,186,12,14,,N1 ,,C,22,H,18,N,1,,,,,,,,,,,
225,310.1601,2.0804,1343834.14,309.8138,310,1,-12,186,12,14,,N1 ,,C,23,H,20,N,1,,,,,,,,,,,
226,324.17575,5.6271,1286104.01,323.8138,324,1,-12,186,12,14,,N1 ,,C,24,H,22,N,1,,,,,,,,,,,
227,338.19139,9.6432,1216731.95,337.8138,338,1,-12,186,12,14,,N1 ,,C,25,H,24,N,1,,,,,,,,,,,
228,352.20702,14.4605,1166703.04,351.8138,352,1,-12,186,12,14,,N1 ,,C,26,H,26,N,1,,,,,,,,,,,
229,366.22266,15.7695,1118046.36,365.8138,366,1,-12,186,12,14,,N1 ,,C,27,H,28,N,1,,,,,,,,,,,
230,394.25395,11.3609,1022124.91,393.8137,394,1,-12,186,12,14,,N1 ,,C,29,H,32,N,1,,,,,,,,,,,
231,408.2696,13.2997,999121.11,407.8137,408,1,-12,186,12,14,,N1 ,,C,30,H,34,N,1,,,,,,,,,,,
232,422.28525,12.0082,966106.68,421.8138,422,1,-12,186,12,14,,N1 ,,C,31,H,36,N,1,,,,,,,,,,,
233,436.30091,10.62,935199.29,435.8138,436,1,-12,186,12,14,,N1 ,,C,32,H,38,N,1,,,,,,,,,,,
234,450.31656,9.5944,909878.22,449.8138,450,1,-12,186,12,14,,N1 ,,C,33,H,40,N,1,,,,,,,,,,,
235,464.33222,8.1479,879198.64,463.8138,464,1,-12,186,12,14,,N1 ,,C,34,H,42,N,1,,,,,,,,,,,
236,478.34786,8.4082,845907.95,477.8138,478,1,-12,186,12,14,,N1 ,,C,35,H,44,N,1,,,,,,,,,,,
237,492.36353,7.6687,816254.59,491.8138,492,1,-12,186,12,14,,N1 ,,C,36,H,46,N,1,,,,,,,,,,,
238,506.37919,7.1276,801546.57,505.8138,506,1,-12,186,12,14,,N1 ,,C,37,H,48,N,1,,,,,,,,,,,
239,520.39483,7.1029,776121.06,519.8138,520,1,-12,186,12,14,,N1 ,,C,38,H,50,N,1,,,,,,,,,,,
240,534.41049,5.9517,745929.49,533.8138,534,1,-12,186,12,14,,N1 ,,C,39,H,52,N,1,,,,,,,,,,,
241,548.42615,5.5814,731736.16,547.8138,548,1,-12,186,12,14,,N1 ,,C,40,H,54,N,1,,,,,,,,,,,
242,562.44181,5.1081,712231.31,561.8138,562,1,-12,186,12,14,,N1 ,,C,41,H,56,N,1,,,,,,,,,,,
243,576.45748,4.2954,691524.61,575.8138,576,1,-12,186,12,14,,N1 ,,C,42,H,58,N,1,,,,,,,,,,,
244,590.47314,4.037,687364.53,589.8138,590,1,-12,186,12,14,,N1 ,,C,43,H,60,N,1,,,,,,,,,,,
245,604.48879,3.6696,672063.34,603.8138,604,1,-12,186,12,14,,N1 ,,C,44,H,62,N,1,,,,,,,,,,,
246,618.50444,3.356,656627.75,617.8138,618,1,-12,186,12,14,,N1 ,,C,45,H,64,N,1,,,,,,,,,,,
247,632.52011,2.6325,634261.87,631.8139,632,1,-12,186,12,14,,N1 ,,C,46,H,66,N,1,,,,,,,,,,,
248,646.53576,2.4255,619570.9,645.8139,646,1,-12,186,12,14,,N1 ,,C,47,H,68,N,1,,,,,,,,,,,
249,660.55142,2.36,611666.23,659.8139,660,1,-12,186,12,14,,N1 ,,C,48,H,70,N,1,,,,,,,,,,,
250,674.56706,2.1002,597148.1,673.8139,674,1,-12,186,12,14,,N1 ,,C,49,H,72,N,1,,,,,,,,,,,
251,688.58272,1.7254,575980.9,687.8139,688,1,-12,186,12,14,,N1 ,,C,50,H,74,N,1,,,,,,,,,,,
252,702.59837,1.4119,564947.8,701.8139,702,1,-12,186,12,14,,N1 ,,C,51,H,76,N,1,,,,,,,,,,,
253,716.61403,1.3404,552251.79,715.8139,716,1,-12,186,12,14,,N1 ,,C,52,H,78,N,1,,,,,,,,,,,
254,730.62968,1.3195,547217.78,729.8139,730,1,-12,186,12,14,,N1 ,,C,53,H,80,N,1,,,,,,,,,,,
255,744.64532,1.2792,541751.35,743.8139,744,1,-12,186,12,14,,N1 ,,C,54,H,82,N,1,,,,,,,,,,,
256,758.66095,1.1319,535717.27,757.8139,758,1,-12,186,12,14,,N1 ,,C,55,H,84,N,1,,,,,,,,,,,
257,772.67662,0.898,509048.18,771.8139,772,1,-12,186,12,14,,N1 ,,C,56,H,86,N,1,,,,,,,,,,,
258,786.69227,0.7998,511143.4,785.8139,786,1,-12,186,12,14,,N1 ,,C,57,H,88,N,1,,,,,,,,,,,
259,800.70789,0.7889,502462.68,799.8139,800,1,-12,186,12,14,,N1 ,,C,58,H,90,N,1,,,,,,,,,,,
260,814.72354,0.6485,490851.67,813.8139,814,1,-12,186,12,14,,N1 ,,C,59,H,92,N,1,,,,,,,,,,,
261,828.73919,0.5137,491428.22,827.8139,828,1,-12,186,12,14,,N1 ,,C,60,H,94,N,1,,,,,,,,,,,
262,842.75482,0.4364,464192.86,841.8138,842,1,-12,186,12,14,,N1 ,,C,61,H,96,N,1,,,,,,,,,,,
263,856.7705,0.3789,472597.7,855.8139,856,1,-12,186,12,14,,N1 ,,C,62,H,98,N,1,,,,,,,,,,,
264,870.78612,0.354,466374.27,869.8138,870,1,-12,186,12,14,,N1 ,,C,63,H,100,N,1,,,,,,,,,,,
265,884.80178,0.3322,455584.27,883.8139,884,1,-12,186,12,14,,N1 ,,C,64,H,102,N,1,,,,,,,,,,,
266,898.81735,0.2935,451473.93,897.8138,898,1,-12,186,12,14,,N1 ,,C,65,H,104,N,1,,,,,,,,,,,
267,912.83302,0.2783,450265.34,911.8138,912,1,-12,186,12,14,,N1 ,,C,66,H,106,N,1,,,,,,,,,,,
268,380.2383,14.7309,1067149.54,379.8137,380,1,-12,186,13,14,,N1 ,,C,28,H,30,N,1,,,,,,,,,,,
269,246.12888,0.048,1809436.11,245.8541,246,1,-6,146,14,11,,N1 ,,C,18,H,16,N,1,,,,,,,,,,,
270,260.14451,0.2308,1569244.61,259.854,260,1,-6,146,14,11,,N1 ,,C,19,H,18,N,1,,,,,,,,,,,
271,274.16014,1.0471,1471248.71,273.854,274,1,-6,146,14,11,,N1 ,,C,20,H,20,N,1,,,,,,,,,,,
272,288.17578,3.1708,1389411.76,287.854,288,1,-6,146,14,11,,N1 ,,C,21,H,22,N,1,,,,,,,,,,,
273,302.19142,6.096,1351912.02,301.854,302,1,-6,146,14,11,,N1 ,,C,22,H,24,N,1,,,,,,,,,,,
274,316.20706,8.5652,1326135.22,315.854,316,1,-6,146,14,11,,N1 ,,C,23,H,26,N,1,,,,,,,,,,,
275,330.22269,9.9016,1260921.95,329.854,330,1,-6,146,14,11,,N1 ,,C,24,H,28,N,1,,,,,,,,,,,
276,344.23834,10.1449,1191371.35,343.854,344,1,-6,146,14,11,,N1 ,,C,25,H,30,N,1,,,,,,,,,,,
277,358.25397,12.5713,1143650.04,357.854,358,1,-6,146,14,11,,N1 ,,C,26,H,32,N,1,,,,,,,,,,,
278,372.26961,14.4886,1098607.47,371.8539,372,1,-6,146,14,11,,N1 ,,C,27,H,34,N,1,,,,,,,,,,,
279,400.30091,10.055,1011071.31,399.854,400,1,-6,146,14,11,,N1 ,,C,29,H,38,N,1,,,,,,,,,,,
280,414.31656,11.7845,987708.49,413.854,414,1,-6,146,14,11,,N1 ,,C,30,H,40,N,1,,,,,,,,,,,
281,428.33221,11.5309,956442.84,427.854,428,1,-6,146,14,11,,N1 ,,C,31,H,42,N,1,,,,,,,,,,,
282,442.34787,9.3982,926643.62,441.854,442,1,-6,146,14,11,,N1 ,,C,32,H,44,N,1,,,,,,,,,,,
283,456.36351,10.5616,895798.6,455.854,456,1,-6,146,14,11,,N1 ,,C,33,H,46,N,1,,,,,,,,,,,
284,470.37918,7.7183,870203.32,469.854,470,1,-6,146,14,11,,N1 ,,C,34,H,48,N,1,,,,,,,,,,,
285,484.39482,8.1274,840516.81,483.854,484,1,-6,146,14,11,,N1 ,,C,35,H,50,N,1,,,,,,,,,,,
286,498.41048,7.111,815612.91,497.854,498,1,-6,146,14,11,,N1 ,,C,36,H,52,N,1,,,,,,,,,,,
287,512.42614,7.1079,793421.77,511.854,512,1,-6,146,14,11,,N1 ,,C,37,H,54,N,1,,,,,,,,,,,
288,526.4418,5.711,766290.89,525.854,526,1,-6,146,14,11,,N1 ,,C,38,H,56,N,1,,,,,,,,,,,
289,540.45745,5.6601,752562.78,539.854,540,1,-6,146,14,11,,N1 ,,C,39,H,58,N,1,,,,,,,,,,,
290,554.47312,4.711,730107.07,553.854,554,1,-6,146,14,11,,N1 ,,C,40,H,60,N,1,,,,,,,,,,,
291,568.48877,4.2664,715424.93,567.854,568,1,-6,146,14,11,,N1 ,,C,41,H,62,N,1,,,,,,,,,,,
292,582.50444,3.6264,701859.03,581.854,582,1,-6,146,14,11,,N1 ,,C,42,H,64,N,1,,,,,,,,,,,
293,596.52009,3.407,686368.98,595.854,596,1,-6,146,14,11,,N1 ,,C,43,H,66,N,1,,,,,,,,,,,
294,610.53575,3.0051,670915.08,609.8541,610,1,-6,146,14,11,,N1 ,,C,44,H,68,N,1,,,,,,,,,,,
295,624.55139,2.5943,645914.54,623.854,624,1,-6,146,14,11,,N1 ,,C,45,H,70,N,1,,,,,,,,,,,
296,638.56707,1.9638,625998.21,637.8541,638,1,-6,146,14,11,,N1 ,,C,46,H,72,N,1,,,,,,,,,,,
297,652.58273,2.0251,617383.34,651.8541,652,1,-6,146,14,11,,N1 ,,C,47,H,74,N,1,,,,,,,,,,,
298,666.59837,1.907,615052.89,665.8541,666,1,-6,146,14,11,,N1 ,,C,48,H,76,N,1,,,,,,,,,,,
299,680.61402,1.6494,592844.59,679.8541,680,1,-6,146,14,11,,N1 ,,C,49,H,78,N,1,,,,,,,,,,,
300,694.62968,1.2596,571337.42,693.8541,694,1,-6,146,14,11,,N1 ,,C,50,H,80,N,1,,,,,,,,,,,
301,708.64533,1.0996,556828.27,707.8541,708,1,-6,146,14,11,,N1 ,,C,51,H,82,N,1,,,,,,,,,,,
302,722.661,1.13,562060.05,721.8541,722,1,-6,146,14,11,,N1 ,,C,52,H,84,N,1,,,,,,,,,,,
303,736.67664,1.0817,544705.19,735.8541,736,1,-6,146,14,11,,N1 ,,C,53,H,86,N,1,,,,,,,,,,,
304,750.69227,0.9929,534067.53,749.8541,750,1,-6,146,14,11,,N1 ,,C,54,H,88,N,1,,,,,,,,,,,
305,764.70793,0.8468,535229.48,763.8541,764,1,-6,146,14,11,,N1 ,,C,55,H,90,N,1,,,,,,,,,,,
306,778.72359,0.6899,512586.89,777.8541,778,1,-6,146,14,11,,N1 ,,C,56,H,92,N,1,,,,,,,,,,,
307,792.73923,0.6536,514666.4,791.8541,792,1,-6,146,14,11,,N1 ,,C,57,H,94,N,1,,,,,,,,,,,
308,806.75488,0.6174,503946.64,805.8541,806,1,-6,146,14,11,,N1 ,,C,58,H,96,N,1,,,,,,,,,,,
309,820.77048,0.463,489012.41,819.854,820,1,-6,146,14,11,,N1 ,,C,59,H,98,N,1,,,,,,,,,,,
310,834.78618,0.3574,480991.49,833.8541,834,1,-6,146,14,11,,N1 ,,C,60,H,100,N,1,,,,,,,,,,,
311,848.80176,0.3177,473623.99,847.854,848,1,-6,146,14,11,,N1 ,,C,61,H,102,N,1,,,,,,,,,,,
312,862.81741,0.2924,475228.82,861.854,862,1,-6,146,14,11,,N1 ,,C,62,H,104,N,1,,,,,,,,,,,
313,876.83309,0.2742,454896.98,875.8541,876,1,-6,146,14,11,,N1 ,,C,63,H,106,N,1,,,,,,,,,,,
314,890.84875,0.2287,438139.42,889.8541,890,1,-6,146,14,11,,N1 ,,C,64,H,108,N,1,,,,,,,,,,,
315,904.86429,0.2409,481297.36,903.854,904,1,-6,146,14,11,,N1 ,,C,65,H,110,N,1,,,,,,,,,,,
316,494.29297,14.3234,800684.73,493.7411,494,1,-10,259,15,0,,,No Hit,,,,,,,,,,,,,,,,,
317,386.28525,12.9194,1048446.95,385.8539,386,1,-6,146,16,11,,N1 ,,C,28,H,36,N,1,,,,,,,,,,,
318,266.09756,0.0597,1554913.22,265.8004,266,1,-14,200,17,15,,N1 ,,C,20,H,12,N,1,,,,,,,,,,,
319,280.11319,0.4914,1401974.89,279.8004,280,1,-14,200,17,15,,N1 ,,C,21,H,14,N,1,,,,,,,,,,,
320,294.12882,2.5883,1365661.87,293.8004,294,1,-14,200,17,15,,N1 ,,C,22,H,16,N,1,,,,,,,,,,,
321,308.14446,5.4838,1342573.68,307.8004,308,1,-14,200,17,15,,N1 ,,C,23,H,18,N,1,,,,,,,,,,,
322,322.1601,7.4738,1292994.77,321.8004,322,1,-14,200,17,15,,N1 ,,C,24,H,20,N,1,,,,,,,,,,,
323,336.17574,8.3323,1228196.95,335.8004,336,1,-14,200,17,15,,N1 ,,C,25,H,22,N,1,,,,,,,,,,,
324,350.19138,9.4976,1166368.7,349.8004,350,1,-14,200,17,15,,N1 ,,C,26,H,24,N,1,,,,,,,,,,,
325,364.20702,10.3221,1120431.39,363.8004,364,1,-14,200,17,15,,N1 ,,C,27,H,26,N,1,,,,,,,,,,,
326,378.22266,11.0625,1066904.62,377.8004,378,1,-14,200,17,15,,N1 ,,C,28,H,28,N,1,,,,,,,,,,,
327,392.23831,10.3714,1027008.14,391.8004,392,1,-14,200,17,15,,N1 ,,C,29,H,30,N,1,,,,,,,,,,,
328,406.25395,11.5724,997462.71,405.8004,406,1,-14,200,17,15,,N1 ,,C,30,H,32,N,1,,,,,,,,,,,
329,434.28526,10.2793,935894.86,433.8004,434,1,-14,200,17,15,,N1 ,,C,32,H,36,N,1,,,,,,,,,,,
330,448.30092,8.0604,913133.89,447.8004,448,1,-14,200,17,15,,N1 ,,C,33,H,38,N,1,,,,,,,,,,,
331,462.31656,7.5651,871222.14,461.8004,462,1,-14,200,17,15,,N1 ,,C,34,H,40,N,1,,,,,,,,,,,
332,476.33222,7.2137,846952.49,475.8004,476,1,-14,200,17,15,,N1 ,,C,35,H,42,N,1,,,,,,,,,,,
333,490.34788,6.8868,819478.28,489.8004,490,1,-14,200,17,15,,N1 ,,C,36,H,44,N,1,,,,,,,,,,,
334,504.36354,6.1742,790802.89,503.8004,504,1,-14,200,17,15,,N1 ,,C,37,H,46,N,1,,,,,,,,,,,
335,518.37919,6.6486,774791.3,517.8004,518,1,-14,200,17,15,,N1 ,,C,38,H,48,N,1,,,,,,,,,,,
336,532.39484,5.3221,753259.96,531.8004,532,1,-14,200,17,15,,N1 ,,C,39,H,50,N,1,,,,,,,,,,,
337,546.41049,5.1681,723973.05,545.8004,546,1,-14,200,17,15,,N1 ,,C,40,H,52,N,1,,,,,,,,,,,
338,560.42616,4.7291,703742.35,559.8004,560,1,-14,200,17,15,,N1 ,,C,41,H,54,N,1,,,,,,,,,,,
339,574.44182,4.1289,689542.84,573.8004,574,1,-14,200,17,15,,N1 ,,C,42,H,56,N,1,,,,,,,,,,,
340,588.45749,3.9108,689426.15,587.8005,588,1,-14,199,17,15,,N1 ,,C,43,H,58,N,1,,,,,,,,,,,
341,602.47314,3.4779,670958.31,601.8004,602,1,-14,199,17,15,,N1 ,,C,44,H,60,N,1,,,,,,,,,,,
342,616.48879,3.1385,655956.08,615.8004,616,1,-14,199,17,15,,N1 ,,C,45,H,62,N,1,,,,,,,,,,,
343,630.50445,2.6182,630016.4,629.8005,630,1,-14,199,17,15,,N1 ,,C,46,H,64,N,1,,,,,,,,,,,
344,644.52012,2.2079,616235.97,643.8005,644,1,-14,199,17,15,,N1 ,,C,47,H,66,N,1,,,,,,,,,,,
345,658.53577,2.2596,610381.65,657.8005,658,1,-14,199,17,15,,N1 ,,C,48,H,68,N,1,,,,,,,,,,,
346,672.55142,2.022,598913.79,671.8005,672,1,-14,199,17,15,,N1 ,,C,49,H,70,N,1,,,,,,,,,,,
347,686.56706,1.7176,576165.05,685.8005,686,1,-14,199,17,15,,N1 ,,C,50,H,72,N,1,,,,,,,,,,,
348,700.58272,1.3436,553887.06,699.8005,700,1,-14,199,17,15,,N1 ,,C,51,H,74,N,1,,,,,,,,,,,
349,714.59838,1.3121,555110.84,713.8005,714,1,-14,199,17,15,,N1 ,,C,52,H,76,N,1,,,,,,,,,,,
350,728.61401,1.2949,545466.61,727.8005,728,1,-14,199,17,15,,N1 ,,C,53,H,78,N,1,,,,,,,,,,,
351,742.62968,1.211,539183.43,741.8005,742,1,-14,199,17,15,,N1 ,,C,54,H,80,N,1,,,,,,,,,,,
352,756.6453,1.1281,526662.91,755.8005,756,1,-14,199,17,15,,N1 ,,C,55,H,82,N,1,,,,,,,,,,,
353,770.66097,0.932,523371.5,769.8005,770,1,-14,199,17,15,,N1 ,,C,56,H,84,N,1,,,,,,,,,,,
354,784.67664,0.8228,512017.98,783.8005,784,1,-14,199,17,15,,N1 ,,C,57,H,86,N,1,,,,,,,,,,,
355,798.69227,0.7924,506204.93,797.8005,798,1,-14,199,17,15,,N1 ,,C,58,H,88,N,1,,,,,,,,,,,
356,812.70791,0.6966,491856.25,811.8005,812,1,-14,199,17,15,,N1 ,,C,59,H,90,N,1,,,,,,,,,,,
357,826.72352,0.5191,477160.87,825.8004,826,1,-14,199,17,15,,N1 ,,C,60,H,92,N,1,,,,,,,,,,,
358,840.7392,0.4168,468901.47,839.8005,840,1,-14,199,17,15,,N1 ,,C,61,H,94,N,1,,,,,,,,,,,
359,854.75486,0.4056,468810.87,853.8005,854,1,-14,199,17,15,,N1 ,,C,62,H,96,N,1,,,,,,,,,,,
360,868.77047,0.3522,462824.42,867.8004,868,1,-14,199,17,15,,N1 ,,C,63,H,98,N,1,,,,,,,,,,,
361,882.78613,0.3236,459808.01,881.8004,882,1,-14,199,17,15,,N1 ,,C,64,H,100,N,1,,,,,,,,,,,
362,896.80173,0.312,443905.49,895.8004,896,1,-14,200,17,15,,N1 ,,C,65,H,102,N,1,,,,,,,,,,,
363,910.81736,0.2833,430715.86,909.8004,910,1,-14,200,17,15,,N1 ,,C,66,H,104,N,1,,,,,,,,,,,
364,420.26961,11.1008,963601.93,419.8004,420,1,-14,200,18,15,,N1 ,,C,31,H,34,N,1,,,,,,,,,,,
365,292.11318,0.0819,1310401.62,291.787,292,1,-2,213,19,16,,N1 ,,C,22,H,14,N,1,,,,,,,,,,,
366,306.12881,0.637,1360153.12,305.787,306,1,-2,213,19,16,,N1 ,,C,23,H,16,N,1,,,,,,,,,,,
367,320.14445,2.1318,1298628.52,319.787,320,1,-2,213,19,16,,N1 ,,C,24,H,18,N,1,,,,,,,,,,,
368,334.16009,4.7697,1230885.89,333.787,334,1,-2,213,19,16,,N1 ,,C,25,H,20,N,1,,,,,,,,,,,
369,348.17573,7.3304,1173954.94,347.787,348,1,-2,213,19,16,,N1 ,,C,26,H,22,N,1,,,,,,,,,,,
370,362.19137,9.33,1126418.24,361.787,362,1,-2,213,19,16,,N1 ,,C,27,H,24,N,1,,,,,,,,,,,
371,376.20701,10.6985,1077399.75,375.787,376,1,-2,213,19,16,,N1 ,,C,28,H,26,N,1,,,,,,,,,,,
372,404.23831,8.2544,989819.92,403.787,404,1,-2,213,19,16,,N1 ,,C,30,H,30,N,1,,,,,,,,,,,
373,418.25396,8.4334,965783.9,417.787,418,1,-2,213,19,16,,N1 ,,C,31,H,32,N,1,,,,,,,,,,,
374,432.26961,7.9208,930115.13,431.787,432,1,-2,213,19,16,,N1 ,,C,32,H,34,N,1,,,,,,,,,,,
375,446.28528,6.0726,913685.96,445.787,446,1,-2,213,19,16,,N1 ,,C,33,H,36,N,1,,,,,,,,,,,
376,460.30092,6.3544,867003.78,459.787,460,1,-2,213,19,16,,N1 ,,C,34,H,38,N,1,,,,,,,,,,,
377,474.31658,5.3048,851415.97,473.787,474,1,-2,213,19,16,,N1 ,,C,35,H,40,N,1,,,,,,,,,,,
378,488.33223,5.4428,816267.32,487.787,488,1,-2,213,19,16,,N1 ,,C,36,H,42,N,1,,,,,,,,,,,
379,502.34789,4.8083,793031.46,501.787,502,1,-2,213,19,16,,N1 ,,C,37,H,44,N,1,,,,,,,,,,,
380,516.36354,5.0944,770488.57,515.787,516,1,-2,213,19,16,,N1 ,,C,38,H,46,N,1,,,,,,,,,,,
381,530.3792,4.0248,745048.87,529.787,530,1,-2,213,19,16,,N1 ,,C,39,H,48,N,1,,,,,,,,,,,
382,544.39485,4.0532,717382.32,543.787,544,1,-2,213,19,16,,N1 ,,C,40,H,50,N,1,,,,,,,,,,,
383,558.41051,3.6956,707862.42,557.787,558,1,-2,213,19,16,,N1 ,,C,41,H,52,N,1,,,,,,,,,,,
384,572.42618,3.3332,687945.09,571.787,572,1,-2,213,19,16,,N1 ,,C,42,H,54,N,1,,,,,,,,,,,
385,586.44184,3.1051,679386.46,585.7871,586,1,-2,213,19,16,,N1 ,,C,43,H,56,N,1,,,,,,,,,,,
386,600.4575,2.9503,671635.9,599.7871,600,1,-2,213,19,16,,N1 ,,C,44,H,58,N,1,,,,,,,,,,,
387,614.47314,2.7339,652483.9,613.787,614,1,-2,213,19,16,,N1 ,,C,45,H,60,N,1,,,,,,,,,,,
388,628.48879,2.316,624624.8,627.787,628,1,-2,213,19,16,,N1 ,,C,46,H,62,N,1,,,,,,,,,,,
389,642.50446,1.9433,620711.69,641.7871,642,1,-2,213,19,16,,N1 ,,C,47,H,64,N,1,,,,,,,,,,,
